CustomerID,PastLoanID,OriginationDate,TermMonths,RemainingBalance,LatePaymentCount
100043,PL100043_0,2015-05-30,12,8939.69,3
100043,PL100043_1,2023-06-30,12,5720.17,2
100043,PL100043_2,2019-06-30,60,5271.22,2
100044,PL100044_0,2016-05-30,36,12276.98,0
100044,PL100044_1,2016-03-30,12,2435.51,1
100044,PL100044_2,2019-05-30,48,11354.57,2
100045,PL100045_0,2017-12-30,48,1165.76,0
100045,PL100045_1,2015-12-30,48,10617.06,2
100045,PL100045_2,2018-06-30,60,9240.97,1
100046,PL100046_0,2022-06-30,12,9296.89,1
100046,PL100046_1,2022-02-28,24,8494.35,1
100046,PL100046_2,2019-09-30,24,1064.05,2
100047,PL100047_0,2022-04-30,36,7878.41,0
100047,PL100047_1,2022-01-30,24,14839.83,0
100049,PL100049_0,2020-06-30,24,18297.75,0
100049,PL100049_1,2018-09-30,48,15558.52,0
100050,PL100050_0,2018-03-30,48,7631.83,1
100050,PL100050_1,2017-05-30,48,9336.18,0
100051,PL100051_0,2020-02-29,48,5561.06,1
100051,PL100051_1,2018-10-30,60,167.18,1
100055,PL100055_0,2018-08-30,48,3827.3,0
100056,PL100056_0,2020-05-30,48,344.84,3
100056,PL100056_1,2018-11-30,48,10152.81,0
100057,PL100057_0,2021-06-30,24,2945.4,4
100058,PL100058_0,2018-04-30,24,8549.97,1
100059,PL100059_0,2021-03-30,24,14413.56,0
100060,PL100060_0,2021-12-30,36,2312.12,2
100060,PL100060_1,2021-02-28,36,9414.3,1
100061,PL100061_0,2017-06-30,36,10780.03,2
100061,PL100061_1,2016-10-30,48,1570.14,1
100061,PL100061_2,2024-01-30,12,379.96,1
100062,PL100062_0,2019-12-30,60,17049.02,0
100062,PL100062_1,2018-10-30,12,17944.3,0
100063,PL100063_0,2017-02-28,36,12167.81,4
100064,PL100064_0,2019-04-30,60,12509.92,1
100065,PL100065_0,2016-12-30,36,13294.27,1
100067,PL100067_0,2023-01-30,12,7895.21,0
100067,PL100067_1,2016-12-30,60,13501.96,2
100068,PL100068_0,2021-01-30,12,19402.85,0
100069,PL100069_0,2016-10-30,36,956.83,0
100069,PL100069_1,2019-01-30,12,9618.36,0
100070,PL100070_0,2017-07-30,36,6569.89,1
100070,PL100070_1,2022-03-30,24,10179.33,1
100070,PL100070_2,2015-07-30,24,14491.82,1
100071,PL100071_0,2018-03-30,24,1084.4,2
100072,PL100072_0,2019-09-30,36,7763.25,1
100072,PL100072_1,2022-03-30,36,2108.05,1
100073,PL100073_0,2019-12-30,60,4891.06,1
100074,PL100074_0,2021-04-30,36,10983.2,1
100074,PL100074_1,2020-07-30,36,12322.77,4
100075,PL100075_0,2018-06-30,48,19816.13,0
100076,PL100076_0,2023-09-30,12,9398.72,0
100076,PL100076_1,2018-10-30,48,4570.78,0
100076,PL100076_2,2021-01-30,48,1335.53,1
100077,PL100077_0,2020-05-30,36,8032.59,3
100077,PL100077_1,2019-04-30,36,15798.75,0
100077,PL100077_2,2017-10-30,60,1658.39,1
100078,PL100078_0,2019-03-30,60,1580.28,2
100078,PL100078_1,2018-09-30,12,3115.88,4
100078,PL100078_2,2019-08-30,48,12945.69,1
100079,PL100079_0,2018-01-30,48,8368.01,1
100079,PL100079_1,2017-03-30,60,14072.44,2
100079,PL100079_2,2019-10-30,12,13903.74,1
100080,PL100080_0,2019-01-30,12,8673.12,1
100080,PL100080_1,2021-04-30,48,12214.5,0
100081,PL100081_0,2017-02-28,48,17277.16,1
100081,PL100081_1,2023-07-30,12,16397.19,3
100082,PL100082_0,2017-05-30,60,2593.26,0
100085,PL100085_0,2017-01-30,36,8615.45,1
100085,PL100085_1,2019-07-30,24,11241.79,0
100085,PL100085_2,2023-03-30,24,11703.22,1
100086,PL100086_0,2021-04-30,24,13821.37,2
100086,PL100086_1,2022-03-30,24,19155.37,1
100087,PL100087_0,2017-01-30,60,11834.84,0
100089,PL100089_0,2017-05-30,12,9497.32,2
100089,PL100089_1,2015-08-30,48,8639.53,2
100089,PL100089_2,2019-01-30,36,13191.65,3
100090,PL100090_0,2020-08-30,36,3450.87,2
100090,PL100090_1,2015-05-30,48,17817.27,2
100090,PL100090_2,2016-11-30,60,3063.43,0
100091,PL100091_0,2016-04-30,60,4812.05,0
100091,PL100091_1,2022-04-30,12,15995.19,0
100092,PL100092_0,2020-02-29,60,13277.31,1
100092,PL100092_1,2016-04-30,60,9200.3,1
100093,PL100093_0,2020-09-30,24,14889.81,2
100093,PL100093_1,2019-11-30,60,14380.67,1
100093,PL100093_2,2019-01-30,12,10354.67,0
100094,PL100094_0,2016-06-30,36,18296.37,0
100095,PL100095_0,2017-12-30,12,16675.83,1
100096,PL100096_0,2019-09-30,48,18715.65,3
100097,PL100097_0,2016-03-30,60,4194.16,0
100097,PL100097_1,2019-02-28,12,11658.91,2
100097,PL100097_2,2021-12-30,24,18794.89,1
100100,PL100100_0,2020-06-30,48,17972.08,0
100100,PL100100_1,2016-08-30,48,13309.39,0
100100,PL100100_2,2024-05-30,12,4518.15,2
100102,PL100102_0,2019-03-30,12,17434.46,1
100103,PL100103_0,2019-02-28,12,6218.07,1
100103,PL100103_1,2018-08-30,48,2109.69,0
100103,PL100103_2,2020-01-30,60,10039.41,1
100110,PL100110_0,2022-10-30,24,16670.31,0
100111,PL100111_0,2021-06-30,12,16491.04,2
100113,PL100113_0,2023-07-30,12,1873.05,1
100113,PL100113_1,2016-07-30,24,11414.37,2
100115,PL100115_0,2015-10-30,60,14531.25,0
100115,PL100115_1,2018-03-30,12,2999.91,1
100116,PL100116_0,2020-07-30,24,5771.77,1
100116,PL100116_1,2016-12-30,48,19011.45,0
100116,PL100116_2,2018-05-30,36,1510.0,0
100117,PL100117_0,2015-06-30,48,11468.19,0
100117,PL100117_1,2020-06-30,12,18076.76,0
100118,PL100118_0,2019-03-30,24,18880.22,0
100119,PL100119_0,2017-03-30,36,17679.23,1
100119,PL100119_1,2019-11-30,60,5830.02,3
100119,PL100119_2,2020-02-29,48,12065.14,1
100121,PL100121_0,2017-11-30,24,17760.05,1
100122,PL100122_0,2017-11-30,36,2425.78,1
100122,PL100122_1,2015-09-30,48,12701.13,2
100122,PL100122_2,2018-05-30,60,10869.04,0
100124,PL100124_0,2017-02-28,48,8228.58,1
100126,PL100126_0,2015-11-30,60,11330.58,1
100126,PL100126_1,2015-08-30,24,14342.18,0
100126,PL100126_2,2016-08-30,48,13481.14,1
100127,PL100127_0,2017-08-30,48,9119.02,0
100127,PL100127_1,2016-09-30,36,14666.72,2
100127,PL100127_2,2016-01-30,36,8998.38,2
100128,PL100128_0,2015-07-30,60,18192.94,0
100128,PL100128_1,2016-10-30,48,9647.98,0
100131,PL100131_0,2022-01-30,36,14647.33,1
100131,PL100131_1,2015-10-30,48,2662.15,1
100131,PL100131_2,2018-05-30,24,4700.05,2
100132,PL100132_0,2019-02-28,60,5580.91,1
100133,PL100133_0,2017-04-30,12,14377.93,1
100133,PL100133_1,2016-02-29,48,11247.79,2
100134,PL100134_0,2017-08-30,36,1043.94,2
100134,PL100134_1,2016-07-30,24,16381.46,0
100134,PL100134_2,2019-08-30,36,16802.3,4
100136,PL100136_0,2022-07-30,24,19461.02,2
100136,PL100136_1,2021-12-30,24,1334.19,1
100137,PL100137_0,2017-08-30,12,6645.4,1
100138,PL100138_0,2017-04-30,60,3349.07,1
100138,PL100138_1,2017-08-30,60,17745.28,1
100138,PL100138_2,2015-10-30,24,15514.59,2
100139,PL100139_0,2016-11-30,60,16336.46,0
100140,PL100140_0,2017-03-30,48,12369.94,2
100140,PL100140_1,2022-10-30,24,10241.35,0
100141,PL100141_0,2021-01-30,48,8772.74,3
100144,PL100144_0,2021-05-30,24,13699.77,0
100144,PL100144_1,2020-09-30,12,14817.69,1
100144,PL100144_2,2020-02-29,24,5872.04,0
100146,PL100146_0,2017-07-30,36,61.05,1
100146,PL100146_1,2015-09-30,60,5705.37,1
100146,PL100146_2,2016-03-30,48,2480.91,2
100147,PL100147_0,2020-04-30,24,12192.96,0
100147,PL100147_1,2016-03-30,36,7542.63,0
100147,PL100147_2,2020-04-30,36,8449.88,0
100149,PL100149_0,2019-12-30,12,18669.66,1
100149,PL100149_1,2016-07-30,48,3569.99,0
100151,PL100151_0,2017-06-30,24,13294.58,0
100151,PL100151_1,2023-07-30,12,17808.16,0
100151,PL100151_2,2021-11-30,24,16943.44,1
100152,PL100152_0,2016-11-30,48,8976.43,1
100152,PL100152_1,2017-03-30,12,17315.47,0
100154,PL100154_0,2019-06-30,12,2224.0,0
100154,PL100154_1,2018-11-30,36,14316.24,1
100154,PL100154_2,2016-02-29,60,11971.62,1
100156,PL100156_0,2018-11-30,12,17328.22,1
100156,PL100156_1,2015-06-30,60,13366.64,3
100156,PL100156_2,2022-10-30,12,3449.48,1
100157,PL100157_0,2018-06-30,12,11652.45,0
100158,PL100158_0,2021-01-30,12,698.94,2
100158,PL100158_1,2018-04-30,36,2179.72,3
100158,PL100158_2,2019-05-30,12,4758.44,1
100160,PL100160_0,2021-06-30,36,5576.51,3
100160,PL100160_1,2018-07-30,36,6000.65,0
100160,PL100160_2,2015-10-30,12,19721.59,1
100161,PL100161_0,2019-10-30,24,7283.54,1
100163,PL100163_0,2015-10-30,36,1742.5,0
100163,PL100163_1,2017-02-28,48,3867.71,3
100163,PL100163_2,2019-05-30,24,3996.18,1
100164,PL100164_0,2016-12-30,36,7992.33,1
100164,PL100164_1,2023-11-30,12,8929.1,3
100164,PL100164_2,2019-08-30,36,4175.85,3
100165,PL100165_0,2015-06-30,36,28.8,1
100167,PL100167_0,2019-12-30,36,7952.36,2
100167,PL100167_1,2021-03-30,48,16141.32,2
100167,PL100167_2,2016-11-30,48,16883.49,3
100168,PL100168_0,2016-01-30,48,12501.29,0
100168,PL100168_1,2020-08-30,24,1290.13,2
100168,PL100168_2,2020-10-30,36,5480.73,2
100169,PL100169_0,2015-06-30,60,8664.01,1
100169,PL100169_1,2020-01-30,60,13701.54,3
100170,PL100170_0,2019-09-30,24,18347.51,1
100170,PL100170_1,2020-04-30,60,13373.06,3
100171,PL100171_0,2021-08-30,36,16669.39,0
100172,PL100172_0,2020-05-30,12,18764.52,4
100172,PL100172_1,2019-08-30,60,12021.0,4
100173,PL100173_0,2017-07-30,48,1966.54,1
100173,PL100173_1,2021-11-30,24,18351.27,0
100177,PL100177_0,2016-12-30,60,11656.97,1
100177,PL100177_1,2018-11-30,24,15318.46,1
100178,PL100178_0,2017-11-30,24,5305.62,0
100178,PL100178_1,2021-02-28,48,14657.69,1
100180,PL100180_0,2020-07-30,12,973.99,1
100182,PL100182_0,2020-11-30,24,11330.98,0
100182,PL100182_1,2016-05-30,24,4877.5,2
100182,PL100182_2,2020-01-30,48,6356.62,2
100183,PL100183_0,2017-07-30,24,8569.92,0
100184,PL100184_0,2023-03-30,12,19647.1,2
100184,PL100184_1,2019-07-30,60,14165.7,2
100184,PL100184_2,2016-06-30,60,2162.83,3
100185,PL100185_0,2024-02-29,12,8552.17,4
100186,PL100186_0,2019-10-30,60,10246.72,0
100187,PL100187_0,2018-07-30,36,2318.76,2
100188,PL100188_0,2019-12-30,60,9871.18,1
100188,PL100188_1,2020-02-29,48,13639.7,1
100188,PL100188_2,2018-02-28,60,157.4,1
100191,PL100191_0,2016-11-30,24,18976.43,2
100191,PL100191_1,2020-11-30,24,4567.96,1
100191,PL100191_2,2016-05-30,36,2457.4,2
100192,PL100192_0,2020-03-30,36,1646.36,0
100193,PL100193_0,2019-08-30,24,8635.41,2
100193,PL100193_1,2015-11-30,60,9208.12,1
100194,PL100194_0,2018-08-30,36,13961.13,1
100196,PL100196_0,2018-04-30,12,5073.72,2
100196,PL100196_1,2017-08-30,36,13302.55,0
100198,PL100198_0,2019-07-30,60,10637.17,1
100198,PL100198_1,2017-07-30,60,3463.9,2
100198,PL100198_2,2016-12-30,60,2571.71,2
100199,PL100199_0,2015-07-30,48,3220.97,2
100199,PL100199_1,2020-02-29,12,3891.82,0
100200,PL100200_0,2017-10-30,60,78.17,0
100201,PL100201_0,2015-07-30,36,17331.79,1
100201,PL100201_1,2018-12-30,48,2830.22,3
100201,PL100201_2,2021-02-28,24,18124.28,0
100202,PL100202_0,2020-09-30,36,17121.56,2
100203,PL100203_0,2015-06-30,48,14500.81,4
100204,PL100204_0,2016-06-30,60,1571.95,1
100204,PL100204_1,2019-09-30,36,2080.56,0
100204,PL100204_2,2020-12-30,36,18677.29,0
100205,PL100205_0,2018-12-30,60,9536.31,2
100205,PL100205_1,2020-05-30,60,5550.51,0
100205,PL100205_2,2018-05-30,48,13931.9,1
100206,PL100206_0,2018-02-28,48,4296.6,3
100206,PL100206_1,2021-08-30,36,69.93,1
100206,PL100206_2,2018-03-30,48,13354.57,2
100208,PL100208_0,2020-06-30,36,15113.22,2
100208,PL100208_1,2021-07-30,24,11580.53,2
100208,PL100208_2,2020-07-30,24,5978.12,0
100209,PL100209_0,2016-05-30,60,4638.75,0
100209,PL100209_1,2021-02-28,36,11535.14,0
100210,PL100210_0,2022-05-30,36,15069.85,1
100210,PL100210_1,2018-01-30,60,9656.45,2
100211,PL100211_0,2019-12-30,48,14339.98,0
100211,PL100211_1,2016-06-30,12,6444.88,2
100212,PL100212_0,2019-11-30,12,8470.35,1
100212,PL100212_1,2022-05-30,36,2070.63,1
100212,PL100212_2,2019-07-30,48,3743.99,0
100213,PL100213_0,2016-05-30,24,16654.89,0
100213,PL100213_1,2020-02-29,48,5180.97,1
100214,PL100214_0,2015-06-30,60,9518.5,0
100214,PL100214_1,2016-11-30,36,5006.44,1
100215,PL100215_0,2020-03-30,48,6969.89,1
100216,PL100216_0,2020-12-30,12,15029.53,0
100217,PL100217_0,2018-06-30,12,17106.67,2
100218,PL100218_0,2016-09-30,12,9478.63,1
100220,PL100220_0,2023-01-30,24,11605.45,1
100221,PL100221_0,2020-07-30,36,12522.31,0
100223,PL100223_0,2021-04-30,24,12704.27,1
100223,PL100223_1,2017-03-30,36,11298.05,0
100224,PL100224_0,2016-08-30,12,3136.34,0
100225,PL100225_0,2015-11-30,60,19186.42,1
100227,PL100227_0,2021-06-30,36,455.0,0
100228,PL100228_0,2018-04-30,24,11953.7,1
100229,PL100229_0,2017-06-30,36,11443.52,0
100230,PL100230_0,2015-11-30,36,13826.03,1
100231,PL100231_0,2021-08-30,24,8624.2,0
100231,PL100231_1,2021-12-30,12,3564.18,0
100232,PL100232_0,2021-11-30,36,11019.0,1
100233,PL100233_0,2021-01-30,48,250.98,0
100233,PL100233_1,2015-09-30,48,2082.31,1
100233,PL100233_2,2016-01-30,12,6943.18,3
100234,PL100234_0,2018-09-30,60,2968.43,1
100234,PL100234_1,2021-04-30,48,10125.02,0
100234,PL100234_2,2016-03-30,60,11710.66,0
100235,PL100235_0,2018-08-30,12,6531.3,0
100236,PL100236_0,2016-02-29,12,3735.73,1
100236,PL100236_1,2018-03-30,60,18327.7,0
100239,PL100239_0,2016-04-30,36,5613.18,0
100239,PL100239_1,2023-04-30,12,15585.1,0
100239,PL100239_2,2020-06-30,12,19848.14,0
100241,PL100241_0,2018-04-30,48,16656.48,2
100242,PL100242_0,2018-05-30,24,2516.64,1
100242,PL100242_1,2015-11-30,36,13463.16,1
100242,PL100242_2,2016-05-30,12,2113.49,2
100243,PL100243_0,2017-05-30,60,8521.47,1
100243,PL100243_1,2016-11-30,36,13791.59,3
100244,PL100244_0,2015-12-30,24,2706.18,0
100244,PL100244_1,2015-06-30,60,13702.23,1
100245,PL100245_0,2015-07-30,60,13207.28,0
100245,PL100245_1,2020-08-30,48,6704.21,0
100245,PL100245_2,2015-08-30,24,16436.24,0
100246,PL100246_0,2015-06-30,60,17750.92,0
100246,PL100246_1,2017-03-30,36,1634.42,0
100247,PL100247_0,2016-02-29,48,1032.26,0
100247,PL100247_1,2020-06-30,48,12003.84,2
100250,PL100250_0,2020-05-30,36,4378.93,0
100251,PL100251_0,2015-10-30,36,2970.93,1
100252,PL100252_0,2021-04-30,24,5314.13,1
100252,PL100252_1,2015-09-30,36,1733.14,0
100252,PL100252_2,2016-09-30,36,19245.81,0
100253,PL100253_0,2018-10-30,48,16360.54,0
100253,PL100253_1,2017-05-30,12,12981.22,0
100253,PL100253_2,2017-08-30,24,9325.57,1
100254,PL100254_0,2023-09-30,12,6856.99,3
100254,PL100254_1,2022-03-30,24,2248.53,2
100254,PL100254_2,2016-05-30,60,10004.5,1
100255,PL100255_0,2019-01-30,60,11948.2,0
100255,PL100255_1,2017-10-30,12,2958.93,1
100256,PL100256_0,2016-03-30,36,6716.05,3
100256,PL100256_1,2019-03-30,48,4655.53,1
100256,PL100256_2,2016-11-30,48,6109.43,2
100258,PL100258_0,2022-06-30,24,4360.05,1
100258,PL100258_1,2018-08-30,48,463.91,0
100265,PL100265_0,2017-06-30,24,3292.54,1
100265,PL100265_1,2019-07-30,36,4704.06,1
100265,PL100265_2,2017-09-30,48,15461.23,1
100266,PL100266_0,2017-04-30,12,10276.82,0
100266,PL100266_1,2019-10-30,60,12834.66,2
100267,PL100267_0,2016-12-30,60,13278.45,1
100267,PL100267_1,2021-09-30,36,19817.0,1
100267,PL100267_2,2019-10-30,60,6927.1,0
100268,PL100268_0,2015-06-30,48,18059.94,0
100270,PL100270_0,2018-07-30,36,12048.99,0
100271,PL100271_0,2017-03-30,60,4098.43,0
100271,PL100271_1,2015-11-30,36,5455.9,2
100276,PL100276_0,2018-09-30,60,8014.55,2
100276,PL100276_1,2019-12-30,60,12057.56,2
100276,PL100276_2,2021-05-30,24,18688.55,0
100277,PL100277_0,2020-03-30,12,9412.76,0
100278,PL100278_0,2017-04-30,48,5761.26,0
100279,PL100279_0,2019-08-30,12,6939.7,1
100280,PL100280_0,2016-01-30,60,11492.84,0
100280,PL100280_1,2017-06-30,12,18927.5,0
100281,PL100281_0,2018-11-30,12,2306.6,0
100281,PL100281_1,2016-08-30,48,2205.18,0
100283,PL100283_0,2018-05-30,60,7390.51,1
100283,PL100283_1,2015-11-30,12,16088.89,0
100283,PL100283_2,2015-12-30,36,3244.34,1
100285,PL100285_0,2020-02-29,36,14486.46,1
100285,PL100285_1,2016-03-30,36,5430.69,0
100285,PL100285_2,2016-09-30,36,3913.99,2
100286,PL100286_0,2018-10-30,12,7286.4,0
100287,PL100287_0,2017-11-30,48,5121.71,3
100287,PL100287_1,2019-02-28,60,5115.26,0
100287,PL100287_2,2015-12-30,48,2119.9,0
100288,PL100288_0,2015-11-30,48,10966.11,1
100291,PL100291_0,2015-10-30,60,7517.85,2
100291,PL100291_1,2021-07-30,24,1178.52,0
100291,PL100291_2,2017-12-30,60,796.33,0
100292,PL100292_0,2019-03-30,12,12549.79,1
100294,PL100294_0,2020-01-30,48,4991.61,1
100294,PL100294_1,2019-12-30,24,6708.33,2
100294,PL100294_2,2017-07-30,60,2279.45,0
100296,PL100296_0,2016-06-30,48,8372.48,1
100297,PL100297_0,2018-08-30,12,589.46,3
100297,PL100297_1,2015-10-30,60,5321.75,1
100298,PL100298_0,2018-04-30,36,9365.93,3
100301,PL100301_0,2019-09-30,24,12165.32,0
100301,PL100301_1,2018-01-30,48,9939.1,1
100302,PL100302_0,2019-09-30,36,5965.18,1
100303,PL100303_0,2018-10-30,60,15948.51,0
100303,PL100303_1,2015-05-30,48,13291.63,1
100304,PL100304_0,2018-01-30,12,7818.91,0
100304,PL100304_1,2016-04-30,36,17075.21,2
100307,PL100307_0,2017-01-30,12,17568.73,0
100307,PL100307_1,2020-11-30,12,6070.42,2
100308,PL100308_0,2016-04-30,36,8455.57,1
100308,PL100308_1,2020-11-30,36,16565.11,1
100309,PL100309_0,2019-10-30,36,11033.13,1
100309,PL100309_1,2017-12-30,60,16333.78,2
100309,PL100309_2,2017-03-30,24,19523.12,2
100311,PL100311_0,2017-04-30,48,14860.71,2
100311,PL100311_1,2017-08-30,48,14031.4,1
100311,PL100311_2,2015-07-30,36,5950.13,1
100313,PL100313_0,2015-06-30,12,19537.67,1
100314,PL100314_0,2016-02-29,48,181.1,2
100314,PL100314_1,2016-06-30,36,1314.02,0
100315,PL100315_0,2018-06-30,36,15142.1,1
100316,PL100316_0,2015-07-30,48,4675.68,0
100316,PL100316_1,2019-12-30,24,852.41,0
100316,PL100316_2,2018-03-30,60,14698.59,1
100319,PL100319_0,2018-07-30,24,2395.24,2
100320,PL100320_0,2019-08-30,48,4126.34,1
100320,PL100320_1,2016-12-30,60,4578.67,0
100320,PL100320_2,2018-12-30,24,24.46,0
100321,PL100321_0,2019-07-30,48,17183.21,0
100321,PL100321_1,2018-11-30,36,10098.7,4
100321,PL100321_2,2022-01-30,24,15859.31,1
100322,PL100322_0,2022-05-30,12,6709.33,0
100322,PL100322_1,2020-12-30,36,16501.52,0
100322,PL100322_2,2023-07-30,12,13430.33,2
100323,PL100323_0,2021-04-30,24,12922.23,1
100324,PL100324_0,2023-11-30,12,3321.43,1
100325,PL100325_0,2021-06-30,12,16600.14,1
100326,PL100326_0,2018-02-28,48,341.47,1
100326,PL100326_1,2020-05-30,48,10890.86,2
100326,PL100326_2,2020-01-30,36,4648.98,0
100328,PL100328_0,2018-04-30,48,13941.44,2
100328,PL100328_1,2019-12-30,24,17002.67,2
100329,PL100329_0,2015-09-30,60,9214.86,1
100330,PL100330_0,2016-02-29,12,10181.11,1
100331,PL100331_0,2019-05-30,24,5753.78,3
100332,PL100332_0,2020-09-30,12,3002.24,3
100333,PL100333_0,2018-07-30,36,19024.79,0
100333,PL100333_1,2020-09-30,48,7564.13,1
100333,PL100333_2,2016-06-30,24,12230.48,2
100335,PL100335_0,2021-09-30,24,1921.42,1
100337,PL100337_0,2023-05-30,12,10237.93,0
100337,PL100337_1,2015-07-30,12,14015.66,2
100337,PL100337_2,2018-10-30,36,9787.16,2
100339,PL100339_0,2021-05-30,36,3567.88,0
100340,PL100340_0,2020-04-30,24,304.34,0
100342,PL100342_0,2016-08-30,60,1447.74,0
100342,PL100342_1,2019-07-30,36,19875.68,0
100342,PL100342_2,2015-09-30,36,7314.1,1
100343,PL100343_0,2017-04-30,48,18558.76,4
100343,PL100343_1,2019-10-30,48,6876.46,1
100343,PL100343_2,2016-08-30,48,16665.72,1
100345,PL100345_0,2016-06-30,12,2726.74,1
100345,PL100345_1,2020-02-29,24,19503.47,1
100345,PL100345_2,2018-07-30,48,2442.82,2
100346,PL100346_0,2018-05-30,36,6890.19,0
100346,PL100346_1,2016-07-30,60,18887.15,1
100346,PL100346_2,2023-05-30,24,946.16,0
100347,PL100347_0,2020-04-30,24,19560.64,0
100348,PL100348_0,2018-08-30,24,1831.22,1
100349,PL100349_0,2019-12-30,36,19760.94,3
100349,PL100349_1,2015-07-30,24,15988.56,0
100349,PL100349_2,2021-07-30,36,16221.83,1
100350,PL100350_0,2022-09-30,24,1321.23,2
100350,PL100350_1,2020-12-30,36,19171.44,0
100350,PL100350_2,2019-07-30,60,8838.62,3
100352,PL100352_0,2019-12-30,12,16236.87,2
100353,PL100353_0,2021-01-30,36,949.34,0
100353,PL100353_1,2016-08-30,12,15461.96,1
100353,PL100353_2,2018-10-30,48,1503.2,2
100358,PL100358_0,2021-01-30,48,961.01,0
100358,PL100358_1,2020-06-30,36,12965.99,2
100360,PL100360_0,2018-08-30,60,16561.04,2
100360,PL100360_1,2015-09-30,48,16215.29,1
100361,PL100361_0,2024-03-30,12,4004.72,1
100361,PL100361_1,2018-07-30,60,4211.19,2
100362,PL100362_0,2018-07-30,24,15450.38,0
100363,PL100363_0,2015-08-30,60,3653.21,1
100365,PL100365_0,2020-02-29,36,3627.68,2
100366,PL100366_0,2017-07-30,60,10887.86,1
100366,PL100366_1,2019-03-30,12,15459.05,1
100367,PL100367_0,2016-01-30,60,14502.17,3
100367,PL100367_1,2017-08-30,48,9253.02,0
100367,PL100367_2,2018-01-30,48,6237.37,1
100368,PL100368_0,2019-07-30,60,11082.58,0
100368,PL100368_1,2021-09-30,12,8474.09,2
100370,PL100370_0,2018-10-30,36,13674.64,2
100371,PL100371_0,2018-08-30,48,11639.31,0
